p_id,rule,experiment,balance,conform
44,"else_(conform_(x, 4), '0')",1B,0.0,1.0
45,"invert_(get_(x, 7))",1B,0.0,0.0
46,"else_(conform_(x, 2), else_(streak_(x, 6), else_(balance_(x, 4), '1')))",1B,0.48999999999999994,1.0
47,"invert_(get_(x, 7))",1B,0.0,0.0
48,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
49,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
50,"else_(streak_(x, 2), invert_(get_(x, 7)))",1B,0.0,0.0
51,"else_(balance_(x, 4), '1')",1B,1.0,0.0
52,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
53,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
54,"else_(conform_(x, 3), else_(patternCont_(x), else_(streak_(x, 6), invert_(get_(x, 0)))))",1B,0.0,1.0
55,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
56,"else_(conform_(x, 2), else_(balance_(x, 3), get_(x, 7)))",1B,0.7,1.0
57,"else_(streak_(x, 3), else_(conform_(x, 2), '0'))",1B,0.0,0.7
58,"else_(patternCont_(x), '1')",1B,0.0,0.0
59,"else_(streak_(x, 5), else_(conform_(x, 3), invert_(get_(x, 7))))",1B,0.0,0.7
60,"else_(balance_(x, 4), invert_(get_(x, 0)))",1B,1.0,0.0
61,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
62,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
63,"else_(patternCont_(x), else_(conform_(x, 2), else_(balance_(x, 4), invert_(get_(x, 0)))))",1B,0.48999999999999994,0.7
64,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
65,"else_(balance_(x, 2), get_(x, 7))",1B,1.0,0.0
66,"else_(balance_(x, 2), else_(conform_(x, 3), else_(patternCont_(x), else_(balance_(x, 4), invert_(get_(x, 0))))))",1B,1.0,0.7
67,"else_(conform_(x, 4), '0')",1B,0.0,1.0
68,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
69,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
70,"else_(conform_(x, 2), else_(streak_(x, 5), else_(balance_(x, 3), invert_(get_(x, 7)))))",1B,0.48999999999999994,1.0
71,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
72,"else_(patternCont_(x), else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), '0'))))",1B,0.48999999999999994,0.7
73,"else_(conform_(x, 3), else_(streak_(x, 5), invert_(get_(x, 7))))",1B,0.0,1.0
74,"else_(conform_(x, 4), '0')",1B,0.0,1.0
75,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
76,"else_(patternCont_(x), else_(balance_(x, 4), '1'))",1B,0.7,0.0
77,"else_(streak_(x, 2), invert_(get_(x, 7)))",1B,0.0,0.0
78,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
79,"else_(conform_(x, 3), '1')",1B,0.0,1.0
80,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
81,"else_(patternCont_(x), else_(streak_(x, 2), invert_(get_(x, 0))))",1B,0.0,0.0
82,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
83,"else_(conform_(x, 2), else_(patternCont_(x), else_(balance_(x, 3), '1')))",1B,0.48999999999999994,1.0
84,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
85,"else_(conform_(x, 3), get_(x, 0))",1B,0.0,1.0
86,"else_(balance_(x, 3), invert_(get_(x, 7)))",1B,1.0,0.0
87,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",1B,0.0,1.0
88,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
89,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
90,"else_(streak_(x, 6), else_(conform_(x, 4), invert_(get_(x, 7))))",1B,0.0,0.7
91,"else_(conform_(x, 4), '0')",1B,0.0,1.0
92,"invert_(get_(x, 0))",1B,0.0,0.0
93,"else_(conform_(x, 2), else_(streak_(x, 5), invert_(get_(x, 7))))",1B,0.0,1.0
94,"get_(x, 7)",1B,0.0,0.0
95,"else_(patternCont_(x), get_(x, 7))",1B,0.0,0.0
96,"else_(conform_(x, 4), '0')",1B,0.0,1.0
97,"else_(conform_(x, 4), '1')",1B,0.0,1.0
98,"else_(balance_(x, 3), else_(patternCont_(x), else_(conform_(x, 4), get_(x, 7))))",1B,1.0,0.48999999999999994
99,"else_(streak_(x, 1), invert_(get_(x, 7)))",1B,0.0,0.0
100,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
101,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
102,"else_(streak_(x, 6), else_(patternCont_(x), get_(x, 7)))",1B,0.0,0.0
103,"else_(conform_(x, 4), else_(streak_(x, 6), invert_(get_(x, 7))))",1B,0.0,1.0
104,"else_(conform_(x, 3), '1')",1B,0.0,1.0
105,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",1B,0.0,0.7
106,"else_(balance_(x, 4), get_(x, 0))",1B,1.0,0.0
107,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
108,"else_(patternCont_(x), else_(balance_(x, 4), '0'))",1B,0.7,0.0
109,"invert_(get_(x, 7))",1B,0.0,0.0
110,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
111,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
112,"else_(conform_(x, 3), else_(streak_(x, 6), '0'))",1B,0.0,1.0
113,"else_(streak_(x, 3), invert_(get_(x, 7)))",1B,0.0,0.0
114,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
115,"else_(streak_(x, 6), else_(conform_(x, 2), invert_(get_(x, 7))))",1B,0.0,0.7
116,"else_(conform_(x, 4), '1')",1B,0.0,1.0
117,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
118,"else_(streak_(x, 5), invert_(get_(x, 0)))",1B,0.0,0.0
119,"else_(streak_(x, 4), invert_(get_(x, 7)))",1B,0.0,0.0
120,"else_(conform_(x, 2), else_(balance_(x, 3), get_(x, 7)))",1B,0.7,1.0
121,"else_(streak_(x, 4), else_(balance_(x, 3), invert_(get_(x, 7))))",1B,0.7,0.0
122,"else_(conform_(x, 3), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
123,"else_(patternCont_(x), else_(conform_(x, 4), get_(x, 7)))",1B,0.0,0.7
124,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
125,"else_(conform_(x, 4), '0')",1B,0.0,1.0
126,"else_(patternCont_(x), else_(balance_(x, 2), else_(conform_(x, 4), invert_(get_(x, 0)))))",1B,0.7,0.48999999999999994
127,"else_(conform_(x, 3), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
128,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
129,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
130,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
131,"else_(balance_(x, 4), '1')",1B,1.0,0.0
132,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
133,"else_(patternCont_(x), else_(balance_(x, 2), '0'))",1B,0.7,0.0
134,"else_(balance_(x, 3), get_(x, 0))",1B,1.0,0.0
135,"else_(balance_(x, 4), get_(x, 0))",1B,1.0,0.0
136,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
137,"else_(conform_(x, 3), else_(balance_(x, 4), invert_(get_(x, 7))))",1B,0.7,1.0
138,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
139,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",1B,0.0,1.0
140,"else_(conform_(x, 2), else_(balance_(x, 4), '1'))",1B,0.7,1.0
141,"else_(patternCont_(x), else_(conform_(x, 4), '1'))",1B,0.0,0.7
142,"else_(conform_(x, 3), invert_(get_(x, 0)))",1B,0.0,1.0
143,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
144,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
145,"else_(balance_(x, 3), else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0)))))",1B,1.0,0.7
146,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
147,"else_(conform_(x, 2), else_(streak_(x, 3), invert_(get_(x, 7))))",1B,0.0,1.0
148,"else_(conform_(x, 2), else_(streak_(x, 5), else_(balance_(x, 4), get_(x, 0))))",1B,0.48999999999999994,1.0
149,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
150,"else_(conform_(x, 3), get_(x, 0))",1B,0.0,1.0
151,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
152,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
153,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
154,"else_(patternCont_(x), else_(conform_(x, 4), invert_(get_(x, 0))))",1B,0.0,0.7
155,"else_(patternCont_(x), else_(conform_(x, 3), '1'))",1B,0.0,0.7
156,"else_(balance_(x, 4), '1')",1B,1.0,0.0
157,"else_(patternCont_(x), else_(conform_(x, 4), invert_(get_(x, 0))))",1B,0.0,0.7
158,'1',1B,0.0,0.0
159,"else_(streak_(x, 6), '0')",1B,0.0,0.0
160,"else_(patternCont_(x), else_(streak_(x, 6), else_(conform_(x, 3), else_(balance_(x, 4), get_(x, 7)))))",1B,0.3429999999999999,0.48999999999999994
161,"else_(conform_(x, 3), else_(balance_(x, 4), '0'))",1B,0.7,1.0
162,"else_(balance_(x, 3), get_(x, 0))",1B,1.0,0.0
163,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
164,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
165,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
166,"else_(balance_(x, 2), '1')",1B,1.0,0.0
167,"else_(conform_(x, 3), get_(x, 7))",1B,0.0,1.0
168,"else_(conform_(x, 4), else_(patternCont_(x), get_(x, 7)))",1B,0.0,1.0
169,"else_(balance_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,1.0,0.0
170,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
171,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
172,"else_(streak_(x, 5), invert_(get_(x, 7)))",1B,0.0,0.0
173,"else_(conform_(x, 3), else_(patternCont_(x), '0'))",1B,0.0,1.0
174,"else_(patternCont_(x), invert_(get_(x, 0)))",1B,0.0,0.0
175,"else_(conform_(x, 2), else_(balance_(x, 4), invert_(get_(x, 0))))",1B,0.7,1.0
176,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
177,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
178,"else_(conform_(x, 3), '1')",1B,0.0,1.0
179,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
180,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
181,"else_(streak_(x, 5), else_(conform_(x, 3), invert_(get_(x, 7))))",1B,0.0,0.7
182,"else_(conform_(x, 4), else_(patternCont_(x), '0'))",1B,0.0,1.0
183,"else_(conform_(x, 4), '1')",1B,0.0,1.0
184,"else_(conform_(x, 2), else_(balance_(x, 4), get_(x, 0)))",1B,0.7,1.0
185,'1',1B,0.0,0.0
186,"else_(streak_(x, 6), else_(conform_(x, 3), else_(patternCont_(x), invert_(get_(x, 0)))))",1B,0.0,0.7
187,"else_(streak_(x, 4), else_(conform_(x, 2), invert_(get_(x, 7))))",1B,0.0,0.7
188,"invert_(get_(x, 7))",1B,0.0,0.0
189,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
190,"else_(conform_(x, 4), '0')",1B,0.0,1.0
191,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
192,"else_(conform_(x, 4), '0')",1B,0.0,1.0
193,"else_(conform_(x, 4), '1')",1B,0.0,1.0
194,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
195,"else_(patternCont_(x), else_(balance_(x, 2), '1'))",1B,0.7,0.0
196,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
197,"else_(balance_(x, 2), else_(conform_(x, 4), get_(x, 0)))",1B,1.0,0.7
198,"else_(conform_(x, 2), else_(balance_(x, 3), else_(streak_(x, 5), invert_(get_(x, 7)))))",1B,0.7,1.0
199,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
200,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
201,"invert_(get_(x, 7))",1B,0.0,0.0
202,"else_(patternCont_(x), else_(balance_(x, 2), else_(conform_(x, 4), '0')))",1B,0.7,0.48999999999999994
203,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
204,"else_(conform_(x, 2), else_(patternCont_(x), '0'))",1B,0.0,1.0
205,"else_(balance_(x, 3), get_(x, 0))",1B,1.0,0.0
206,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
207,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
208,"else_(balance_(x, 3), '1')",1B,1.0,0.0
209,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
210,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
211,"else_(balance_(x, 4), '1')",1B,1.0,0.0
212,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
213,"else_(conform_(x, 4), else_(patternCont_(x), get_(x, 7)))",1B,0.0,1.0
214,"else_(streak_(x, 3), else_(balance_(x, 3), invert_(get_(x, 7))))",1B,0.7,0.0
215,"else_(streak_(x, 4), else_(conform_(x, 2), invert_(get_(x, 7))))",1B,0.0,0.7
216,"else_(patternCont_(x), get_(x, 7))",1B,0.0,0.0
217,"invert_(get_(x, 7))",1B,0.0,0.0
218,"else_(conform_(x, 3), invert_(get_(x, 0)))",1B,0.0,1.0
219,"get_(x, 7)",1B,0.0,0.0
220,'1',1B,0.0,0.0
221,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
222,"else_(streak_(x, 4), invert_(get_(x, 7)))",1B,0.0,0.0
223,"else_(conform_(x, 3), else_(balance_(x, 4), get_(x, 7)))",1B,0.7,1.0
224,"else_(conform_(x, 3), '1')",1B,0.0,1.0
225,"else_(conform_(x, 4), '0')",1B,0.0,1.0
226,"else_(balance_(x, 4), get_(x, 0))",1B,1.0,0.0
227,"else_(conform_(x, 3), get_(x, 0))",1B,0.0,1.0
228,"else_(streak_(x, 4), else_(conform_(x, 2), else_(patternCont_(x), invert_(get_(x, 0)))))",1B,0.0,0.7
229,"else_(conform_(x, 2), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
230,"else_(conform_(x, 4), '1')",1B,0.0,1.0
231,"else_(balance_(x, 2), '1')",1B,1.0,0.0
232,"else_(conform_(x, 3), get_(x, 0))",1B,0.0,1.0
233,"else_(patternCont_(x), else_(conform_(x, 3), invert_(get_(x, 0))))",1B,0.0,0.7
234,"else_(conform_(x, 2), else_(streak_(x, 6), else_(balance_(x, 3), invert_(get_(x, 7)))))",1B,0.48999999999999994,1.0
235,"else_(patternCont_(x), get_(x, 7))",1B,0.0,0.0
236,"else_(patternCont_(x), else_(conform_(x, 2), '0'))",1B,0.0,0.7
237,"else_(conform_(x, 3), else_(balance_(x, 4), get_(x, 0)))",1B,0.7,1.0
238,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
239,"else_(conform_(x, 4), '0')",1B,0.0,1.0
240,"else_(conform_(x, 2), else_(balance_(x, 3), '1'))",1B,0.7,1.0
241,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
242,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
243,"else_(conform_(x, 2), '0')",1B,0.0,1.0
244,"else_(patternCont_(x), else_(balance_(x, 2), invert_(get_(x, 0))))",1B,0.7,0.0
245,"else_(conform_(x, 2), '1')",1B,0.0,1.0
246,"else_(balance_(x, 3), '1')",1B,1.0,0.0
247,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
248,"else_(streak_(x, 6), else_(balance_(x, 3), else_(conform_(x, 4), invert_(get_(x, 7)))))",1B,0.7,0.48999999999999994
249,"invert_(get_(x, 7))",1B,0.0,0.0
250,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
251,"else_(conform_(x, 4), '1')",1B,0.0,1.0
252,"else_(conform_(x, 3), '1')",1B,0.0,1.0
253,"invert_(get_(x, 7))",1B,0.0,0.0
254,"else_(balance_(x, 3), else_(conform_(x, 4), else_(patternCont_(x), '1')))",1B,1.0,0.7
255,"else_(balance_(x, 3), else_(conform_(x, 4), '0'))",1B,1.0,0.7
256,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
257,"else_(balance_(x, 4), get_(x, 0))",1B,1.0,0.0
258,"else_(patternCont_(x), get_(x, 7))",1B,0.0,0.0
259,"else_(conform_(x, 4), else_(patternCont_(x), get_(x, 7)))",1B,0.0,1.0
260,"else_(conform_(x, 3), '0')",1B,0.0,1.0
261,"else_(balance_(x, 2), get_(x, 0))",1B,1.0,0.0
262,"else_(balance_(x, 4), get_(x, 0))",1B,1.0,0.0
263,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",1B,0.0,0.7
264,"else_(streak_(x, 6), else_(conform_(x, 3), get_(x, 0)))",1B,0.0,0.7
265,'0',1B,0.0,0.0
266,"else_(streak_(x, 5), else_(conform_(x, 3), else_(balance_(x, 4), get_(x, 0))))",1B,0.48999999999999994,0.7
267,"else_(patternCont_(x), else_(balance_(x, 3), invert_(get_(x, 0))))",1B,0.7,0.0
268,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
269,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
270,"else_(conform_(x, 4), else_(patternCont_(x), invert_(get_(x, 0))))",1B,0.0,1.0
271,"else_(streak_(x, 6), else_(conform_(x, 4), '0'))",1B,0.0,0.7
272,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
273,"else_(patternCont_(x), else_(conform_(x, 3), '0'))",1B,0.0,0.7
274,"else_(conform_(x, 3), '0')",1B,0.0,1.0
275,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
276,"else_(patternCont_(x), '0')",1B,0.0,0.0
277,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
278,"else_(conform_(x, 3), invert_(get_(x, 7)))",1B,0.0,1.0
279,"else_(balance_(x, 3), invert_(get_(x, 7)))",1B,1.0,0.0
280,"else_(streak_(x, 6), else_(conform_(x, 4), '0'))",1B,0.0,0.7
281,"else_(patternCont_(x), else_(conform_(x, 4), invert_(get_(x, 0))))",1B,0.0,0.7
282,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
283,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
284,"else_(balance_(x, 2), else_(conform_(x, 3), '0'))",1B,1.0,0.7
285,"else_(balance_(x, 4), invert_(get_(x, 0)))",1B,1.0,0.0
286,"invert_(get_(x, 7))",1B,0.0,0.0
287,"else_(conform_(x, 2), invert_(get_(x, 7)))",1B,0.0,1.0
288,"invert_(get_(x, 7))",1B,0.0,0.0
289,"else_(balance_(x, 4), invert_(get_(x, 7)))",1B,1.0,0.0
290,"else_(patternCont_(x), else_(conform_(x, 4), get_(x, 7)))",1B,0.0,0.7
291,"else_(conform_(x, 2), '1')",1B,0.0,1.0
292,"else_(conform_(x, 2), else_(balance_(x, 3), else_(patternCont_(x), invert_(get_(x, 0)))))",1B,0.7,1.0
293,"else_(conform_(x, 4), invert_(get_(x, 0)))",1B,0.0,1.0
294,"else_(conform_(x, 4), get_(x, 0))",1B,0.0,1.0
295,"else_(conform_(x, 4), invert_(get_(x, 7)))",1B,0.0,1.0
296,"else_(conform_(x, 4), get_(x, 7))",1B,0.0,1.0
297,"else_(streak_(x, 6), else_(conform_(x, 4), '0'))",1B,0.0,0.7
298,"else_(conform_(x, 3), else_(patternCont_(x), '0'))",1B,0.0,1.0
299,"else_(balance_(x, 2), else_(streak_(x, 2), invert_(get_(x, 7))))",1B,1.0,0.0
300,"else_(conform_(x, 4), '1')",1B,0.0,1.0
